Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-KBU-065,KEN-KBU-065,Kiambu,Kiambu County - Limuru Water - Financial Distress,8/22/2023,8/22/2023,"Limuru Water and Sewerage Company, serving over 300,000 people in Limuru and parts of Kiambu West, was flagged by the Senate Committee in August 2023 for persistent financial losses. Its managing director confirmed emergency water rationing following the",Water-Land,Limuru Water - Financial Losses and Service Breakdown Conflict,"Limuru Water and Sewerage Company; Limuru Residents (300,000+); Kiambu County; Senate Committee",The Kenya Parliament record (August 2023) confirmed that Limuru Water and Sewerage Company was among the four Kiambu water companies flagged by the Senate Committee for persistent losses and adverse audit findings. Limuru Water MD Margaret Maina was quot,Kenya Parliament; NTV Kenya,https://www.parliament.go.ke/node/20499,Government; Legislative; Print/Online News,-1.1,36.65,0,300000+,Senate Directives - Financial Remediation Required,Ongoing,"Limuru Water, financial losses, Senate 2023, Margaret Maina, water rationing, 300,000 people, Manguo Swamp, Kiambu",Yes,0.93,Kenya Parliament and NTV directly cited.
KEN-KBU-088,KEN-KBU-088,Kiambu,Kiambu County - Ruiru-Juja - Water Company Conflicts with Unlicensed Vendors,4/15/2024,12/31/2024,Ruiru-Juja Water and Sewerage Company Limited -” flagged by the Senate Committee (August 2023) for persistent financial losses and by the Ombudsman (April 2024) for failing to release information -” has experienced a documented conflict with unlicens,Water-Land,Ruiru-Juja Water - Unlicensed Vendor Competition - Financial Distress Pattern 2004-2024,Ruiru-Juja Water and Sewerage Company Limited; Unlicensed Water Vendors; WRMA; Kiambu County; Ombudsman Commission,"Multiple sources document a structural conflict pattern for Ruiru-Juja Water and Sewerage Company Limited (RJWSC): (1) The Senate Committee (August 2023, Kenya Parliament) flagged RJWSC among the four Kiambu water companies with persistent financial loss",Kenya Parliament; Ombudsman Commission; WRMA; Kiambu County,https://www.parliament.go.ke/node/20499,Government; Legislative; Regulatory,-1.08,37.01,0,Unknown,Active - Senate Oversight; Enforcement Ongoing,Ongoing - Structural,"Ruiru-Juja Water, RJWSC, financial losses, unlicensed vendors, borehole, Senate 2023, Ombudsman 2024, WRMA, Kiambu, structural conflict",Yes,0.88,Parliament and Ombudsman directly cited.
KEN-KBU-067,KEN-KBU-067,Kiambu,Kiambu - Githunguri Water and Sanitation - Financial Distress,7/1/2018,6/30/2021,"Githunguri Water and Sanitation Company Limited, serving the Githunguri dairy and tea farming area in Kiambu County, was among the four companies flagged by the Senate Committee's August 2023 review for persistent losses and adverse audit findings.",Water-Land,Githunguri Water and Sanitation - Senate Audit Failure 2023,Githunguri Water and Sanitation Company Limited; Githunguri Dairy Area Consumers; Kiambu County; Senate Committee,Kenya Parliament (August 2023) confirmed that Githunguri Water and Sanitation Company Limited was among the four flagged Kiambu water companies in the Senate Committee review of 2018-2021 financial years. Githunguri Sub-County is one of Kiambu's major da,Kenya Parliament; Standard Media,https://www.parliament.go.ke/node/20629,Government; Legislative; Print/Online News,-1.07,36.77,0,Unknown,Senate Directives - Financial Remediation,Ongoing,"Githunguri Water, Senate 2023, financial losses, dairy farming, Fresha, Kiambu, water pressure, audit",Yes,0.88,Kenya Parliament directly cited.
KEN-MCK-138,KEN-MCK-138,Machakos,Mavoko - River Athi - Mwala Petition - National Assembly Inquiry,1/1/2023,4/11/2024,"Mwala MP Vincent Musyoka filed a petition on behalf of area residents about River Athi pollution. The National Assembly Public Petition Committee conducted a fact-finding mission across Machakos County, inspecting Apex Steel and Harvest Flower Farm -”",Water-Land,Mwala Residents Petition - National Assembly Pollution Inquiry - River Athi Fact-Finding 2023,Mwala MP Vincent Musyoka (Petitioner); National Assembly Public Petition Committee (MP Nimrod Mbai); NEMA; MAVWASCO; TARDA; EPZA; Apex Steel; Harvest Flower Farm,"Kenya Parliament documented the Petitions Committee fact-finding mission regarding River Athi pollution. The committee, chaired by MP Nimrod Mbai (Mwala), included officials from NEMA, MAVWASCO, TARDA, and EPZA. The committee 'conducted on-site visits to",Kenya Parliament; The Star; Daily Nation,https://www.parliament.go.ke/petitions-committee-calls-nema-stop-pollution-river-athi,Government; Print/Online News,-1.5,37.2,0,Unknown,Parliamentary Investigation Complete,Active - NEMA Engagement Ordered,"Mwala petition, National Assembly, Nimrod Mbai, Athi River pollution, Apex Steel, Harvest Flower Farm, EPZ, MAVWASCO, raw sewage, April 2024 report",Yes,0.95,Kenya Parliament directly cited.
KEN-NBI-126,KEN-NBI-126,Nairobi,Nairobi - Lang'ata - Runda Declaration - Apartments 2025,1/1/2025,5/13/2026,"Governor Sakaja took a public stance on future apartment development in Runda estate in 2025, amid concerns that high-density development in this affluent Ruaka River neighbourhood would worsen the flooding that had inundated it in April 2024.",Water-Land,Runda - Governor Sakaja Stance on Planned Apartments 2025,Runda Estate Residents; Private Developer; Nairobi County - Governor Sakaja; NEMA,Kenya Times referenced that Governor Sakaja had declared a stance on the future of Runda 'amid concern over planned apartments' in 2025. The Kenya Times article about the Nairobi Rivers Commission's enforcement drive cited this as context: 'Also Read: Sa,Kenya Times,https://thekenyatimes.com/national/nairobi-floods-eviction/,Print/Online News,-1.206,36.801,0,Unknown,Governor Stance - Planning Control Active,Ongoing,"Runda, apartments, Governor Sakaja, Ruaka River, flooding, planning, riparian, Nairobi 2025",Yes,0.87,Kenya Times directly cited.
KEN-NBI-084,KEN-NBI-084,Nairobi,Nairobi River - Baba Ndogo Extension,5/1/2026,5/13/2026,"Following the 300+ notices already issued along the Nairobi River and Kirichwa Kubwa, Nairobi Rivers Commission CEO Mumo Musuva confirmed enforcement will extend to Baba Ndogo, Mathare River, Parklands, and the Ngong River corridor.",Water-Land,Nairobi Rivers Commission - Extension to Baba Ndogo,Nairobi Rivers Commission (CEO Mumo Musuva); Baba Ndogo Residents; WRA; Nairobi County,"Kenya Times and Kenyans.co.ke (May 2026) reported Nairobi Rivers Commission CEO Mumo Musuva confirming during a Citizen TV interview that over 300 notices had been issued along the Nairobi River and its tributary Kirichwa Kubwa, and that enforcement woul",Kenya Times; Kenyans.co.ke,https://thekenyatimes.com/national/nairobi-floods-eviction/,Print/Online News; Government,-1.252,36.881,0,Unknown,Active - Enforcement Expanding,Ongoing,"Baba Ndogo, Mathare River, Parklands, Ngong River, Musuva, Nairobi Rivers Commission, Gazette Notice 18375, 300 notices",Yes,0.95,"Kenya Times directly cited. Named official, gazette notice and river corridors confirmed."
KEN-NBI-136,KEN-NBI-136,Nairobi,Nairobi - Nairobi Rivers Commission - 2022 Establishment,12/1/2022,5/13/2026,The Nairobi Rivers Commission (NRC) was established in 2022 by the national and county governments to coordinate the restoration of Nairobi's rivers. It is chaired by former Starehe MP Margaret Wanjiru and managed by CEO Mumo Musuva. The NRC has led the,Water-Land,Nairobi River Commission - Mandate and Chair Margaret Wanjiru,Nairobi Rivers Commission; Chairperson Margaret Wanjiru (former Starehe MP); CEO Mumo Musuva; Nairobi County; National Government,"Kenya Times (December 2025) documented that the Nairobi Rivers Commission, represented by its Chairperson former Starehe MP Margaret Wanjiru, clarified in November 2025 that the declaration of the Nairobi River Corridor as a Special Planning Area does no",Kenya Times; Kounkuey Design Initiative; Kenyans.co.ke,https://thekenyatimes.com/latest-kenya-times-news/mass-eviction-looms-in-nairobi-as-govt-issues-notice-to-landlords-tenants-and-property-owners/,Print/Online News; Government,-1.2864,36.8172,0,0,Active - Enforcement Programme,Ongoing,"Nairobi Rivers Commission, NRC, Margaret Wanjiru, Mumo Musuva, 2022, Gazette Notice 18375, enforcement, Nairobi River",Yes,0.96,Kenya Times directly cited. Named officials and gazette notice confirmed.
KEN-KBU-173,KEN-KBU-173,Kiambu,Kiambu - Mwihoko Kihome - NLAM 2014 Petition - Land Grabs IDP Resettlement PEV,9/23/2014,9/23/2014,The NLAM September 2014 march (KEN-NBI-468) specifically involved residents of Kiambu County -” including Mwihoko and Kihome area evictees -” whose land grabs were linked to post-election violence IDP resettlement conflicts. This Kiambu-specific entr,Land,Mwihoko Kihome Kiambu - NLAM 2014 Petition - IDP Land Grabs Post-Election Violence Resettlement - Fills KBU 2013-2014,NLAM; Mwihoko Kihome Residents; Kiambu County; National Assembly,The Kenyans For Tax Justice documentation of the NLAM September 23 2014 march specifically identified Kiambu County residents as the petitioners -” residents of areas including Mwihoko and Kihome in Kiambu County who had faced land grabs connected to I,Kenyans For Tax Justice; NLAM,https://ke4taxjustice.wordpress.com/2014/09/26/evicted-families-take-to-the-streets-to-protest-land-grabs/,NGO,-1.2145,36.938,0,Unknown,National Assembly Petition Filed,Active - Investigation Sought,"NLAM, Mwihoko Kihome, Kiambu, IDP land grabs, PEV resettlement, 2014 petition, Ruiru, post-election violence, peri-urban displacement",Yes,0.86,Kenyans For Tax Justice directly cited.
KEN-NBI-251,KEN-NBI-251,Nairobi,Parklands - River Kibagare - Flooding Historical Pattern,5/11/2025,5/11/2025,"On 11 May 2025, areas along Brookside and Parklands First Avenue were rendered impassable after a short spell of rain. A wall collapse at a Suswa Road construction site trapped workers. County explains: River Kibagare's channel was compromised by weak co",Water-Land,Parklands Flooding - River Kibagare Channel Compromised - Historical City Council Failure,Parklands Residents; Nairobi County; Geoffrey Mosiria (Chief Officer Environment); River Kibagare; Nairobi River Regeneration Commission,"Kenyans.co.ke (14 May 2025) published Nairobi's Chief Officer for Environment, Geoffrey Mosiria, explaining the Parklands flooding phenomenon: 'The flooding phenomenon in Parklands dates back to the days of the former City Council of Nairobi. At the time",Kenyans.co.ke,https://www.kenyans.co.ke/news/112022-why-parklands-area-keeps-flooding-county-explains,Online News,-1.263,36.824,0,Unknown,Active - Restoration Plan Underway,Ongoing - Structural,"Parklands, River Kibagare, flooding, City Council, weak regulations, channel compromised, urbanisation, green spaces, Geoffrey Mosiria, May 2025",Yes,0.96,Kenyans.co.ke directly cited. Named official and Kibagare explanation confirmed.
KEN-NBI-369,KEN-NBI-369,Nairobi,Parklands - Chief Officer Mosiria - River Kibagare Compromised - Historical Problem,5/14/2025,5/14/2025,"Nairobi's Chief Officer for Environment Geoffrey Mosiria explained: the persistent flooding in Parklands is because buildings were constructed on top of River Kibagare, 'forced to seek alternative paths' and overwhelming drainage systems. He traced the p",Water-Land,Nairobi Chief Officer Geoffrey Mosiria - Parklands Flooding Historical - River Kibagare Channel Compromised,Chief Officer Environment Geoffrey Mosiria; Nairobi City Council (historical); River Kibagare; Parklands Residents; Kenyans.co.ke,"Kenyans.co.ke (14 May 2025) documented Chief Officer Geoffrey Mosiria: 'the persistent flooding in Parklands is mainly because of the improper construction of buildings on top of River Kibagare. The flooding phenomenon in Parklands, according to Mosiria,",Kenyans.co.ke,https://www.kenyans.co.ke/news/112022-why-parklands-area-keeps-flooding-county-explains,Online News,-1.263,36.814,0,Unknown,County Admission - Historical Problem,Active - Enforcement Phase,"Parklands, Chief Officer Mosiria, Kibagare River compromised, historical problem, City Council weak regulations, building on river, extreme urbanisation, green spaces lost",Yes,0.96,Kenyans.co.ke directly cited.
KEN-NBI-324,KEN-NBI-324,Nairobi,Nairobi - Peponi Road Westlands - 13-Storey Building Cracked Pillars - Neighbours Evacuated 2025,12/20/2025,12/31/2025,"In Peponi Road, Westlands, the construction of a 13-storey building was halted after it developed cracks in its pillars, leading to the evacuation of neighbouring residents -” documenting the structural safety failure of poorly regulated high-rise cons",Water-Land,Peponi Road Westlands - 13-Storey Building - Cracked Pillars - Neighbouring Residents Evacuated 2025,Peponi Road 13-Storey Building; Nairobi City County; NCA; Neighbouring Residents (Evacuated); Westlands Sub-County,"Kenyans.co.ke (20 December 2025) documented: 'In Peponi Road, Westlands, Nairobi, the construction of a 13-storey building was halted after it developed cracks on its pillars, leading to the evacuation of the neighbouring residents.' Peponi Road is on th",Kenyans.co.ke,https://www.kenyans.co.ke/news/119253-nairobi-county-orders-kileleshwa-developers-pay-damages-after-embassy-complaint,Online News,-1.263,36.814,0,Unknown,Construction Halted - Evacuation Ordered,Active - Safety Investigation,"Peponi Road, Westlands, 13-storey, cracked pillars, neighbours evacuated, 2025, NCA halt, structural failure, Nairobi-Kiambu boundary",Yes,0.93,Kenyans.co.ke directly cited.
KEN-NBI-288,KEN-NBI-288,Nairobi,Nairobi - Southend Mall 2016 14-Day Notice - Court Order Obtained,1/1/2016,8/8/2018,"In 2016, former Bobasi MP Stephen Manoti was issued a 14-day notice to demolish Southend Mall for causing flooding in Nairobi West, South C, and Lang'ata. He obtained a court restraining order stopping Nairobi County from interfering with the building -�",Water-Land,Southend Mall 2016 - 14-Day Demolition Notice - Court Restraining Order Obtained - Two Year Delay,Former Bobasi MP Stephen Manoti; Nairobi County Government; Court,"Kenyans.co.ke documented: 'In 2016, Manoti was issued with a 14 days notice to demolish the Mall blamed for flooding in Nairobi West, South C and the entire Lang'ata area. At the time, he moved to court after being served with the demolition notice and r",Kenyans.co.ke,https://www.kenyans.co.ke/news/32159-southend-mall-owners-mistake-made-property-demolished,Online News,-1.31,36.76,0,Unknown,Court Order Delayed Demolition 2 Years,Enforced 2018,"Southend Mall, 2016, 14-day notice, court restraining order, Nairobi County restrained, 2-year delay, flooding Nairobi West South C Langata, 2018 demolition",Yes,0.93,Kenyans.co.ke directly cited.
KEN-NBI-065,KEN-NBI-065,Nairobi,Nairobi - Kangemi - Mountain View,1/1/2025,5/13/2026,"The section of the Nairobi River running south of Mountain View estate through Kangemi and emerging near James Gichuru Road represents a key stretch of the river with mixed upmarket and informal settlement riparian encroachment, forming part of the 2025-",Water-Land,Nairobi River - Kangemi to James Gichuru Road Section,Kangemi Residents; Mountain View Estate; James Gichuru Road Property Owners; Nairobi County; WRA,The Nairobi River's section through Kangemi and Mountain View was identified in multiple 2025-2026 reporting as part of the Nairobi Rivers Regeneration Programme enforcement area. This section is notable for the co-existence of high-income properties (Mo,Kenyans.co.ke; Kenya Times; Eastleigh Voice,https://www.kenyans.co.ke/news/118604-babu-owino-alleges-plan-grab-riparian-land-amid-nairobi-river-clean-exercise,Online News; Government,-1.264,36.778,0,500+,Active - Mixed Enforcement,Ongoing,"Kangemi, Mountain View, Nairobi River, James Gichuru Road, riparian, informal settlement, upmarket, uniform enforcement",Yes,0.87,Kenyans.co.ke and Kenya Times directly cited.
